,City,Lat,Lng,Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Cookeville,36.1628,-85.5016,49.71,41,0,0.0,US,1644186175
358,Maceió,-9.6658,-35.7353,78.24,78,0,8.05,BR,1644186069
359,Abhā,18.2164,42.5053,52.05,54,0,0.0,SA,1644186176
360,Terney,45.0503,136.6092,4.51,80,13,11.41,RU,1644186176
361,Synya,65.3718,58.0387,-6.29,98,48,2.86,RU,1644186177
362,Oyama,36.3,139.8,36.59,36,0,6.62,JP,1644186177
363,Yar-Sale,66.8333,70.8333,-10.73,100,85,7.85,RU,1644185947
364,Ransang,8.9603,117.5828,77.25,84,100,5.75,PH,1644186178
365,Rundu,-17.9333,19.7667,69.31,75,96,6.2,NA,1644186040
366,Bereda,43.2686,-7.5406,46.15,98,67,1.92,ES,1644186179
367,Ndélé,8.4109,20.6473,71.22,17,70,6.51,CF,1644186081
368,Beli Manastir,45.77,18.6036,48.16,78,100,12.1,HR,1644186180
369,Havre-St-Pierre,50.2334,-63.5986,6.8,60,40,12.66,CA,1644185929
370,Pangnirtung,66.1451,-65.7125,-33.61,98,100,1.99,CA,1644186129
371,Utete,-7.986,38.758,73.09,96,100,0.89,TZ,1644186181
372,Sabzawār,36.2126,57.6819,36.7,66,65,3.83,IR,1644186182
373,Sibolga,1.7427,98.7792,74.71,88,98,3.53,ID,1644186182
374,Micheweni,-4.9667,39.8333,79.72,86,100,7.07,TZ,1644186184
375,At-Bashi,41.1702,75.8106,12.69,95,100,1.14,KG,1644186184
376,Sabha,27.0377,14.4283,58.53,20,59,8.1,LY,1644186185
377,Coruripe,-10.1256,-36.1756,80.06,77,1,12.48,BR,1644186031
378,Iberia,29.9502,-91.7507,57.96,33,0,3.44,US,1644186185
379,Malkara,40.89,26.9011,39.06,81,0,5.14,TR,1644186186
380,Leh,34.1667,77.5833,11.03,91,96,2.53,IN,1644186187
381,Sairang,23.8,92.6667,47.37,95,8,2.46,IN,1644186187
382,Margate,51.3813,1.3862,44.96,65,66,15.99,GB,1644186188
383,La Serena,-29.9078,-71.2542,65.71,77,40,12.66,CL,1644186117
384,Buin,-33.7333,-70.75,93.42,27,0,11.36,CL,1644186188
385,Mahébourg,-20.4081,57.7,79.25,89,40,9.22,MU,1644186189
386,Verkh-Usugli,52.7,115.1667,-11.15,99,35,2.8,RU,1644186190
387,Weihe,32.9952,105.3247,27.28,94,98,2.17,CN,1644186190
388,Brewster,41.3973,-73.6171,28.96,68,0,6.91,US,1644186190
389,Dāsna,28.6833,77.5333,53.74,66,57,3.13,IN,1644186191
390,Batagay,67.6333,134.6333,-33.97,96,100,2.17,RU,1644186191
391,Prince Rupert,54.3161,-130.3201,48.29,71,100,23.02,CA,1644186162
392,Laguna,38.421,-121.4238,71.65,46,0,3.0,US,1644186192
393,Aksarka,66.5606,67.7975,-15.86,100,92,6.58,RU,1644186193
394,Māngrol,21.1167,70.1167,64.63,76,6,8.97,IN,1644185986
395,Kumul,42.8,93.45,25.14,36,15,9.08,CN,1644186112
396,Ixtapa,20.7,-105.2,76.23,69,75,11.5,MX,1644186194
397,Skibbereen,51.55,-9.2667,50.11,85,93,13.31,IE,1644186194
398,Sioux Lookout,50.1001,-91.917,10.78,67,20,4.61,CA,1644185947
399,Ferme-Neuve,46.7001,-75.4493,10.18,92,100,8.52,CA,1644186195
400,Atar,20.5169,-13.0499,73.53,10,0,5.41,MR,1644186256
401,Twin Falls,42.3505,-114.6445,30.94,74,0,4.61,US,1644186110
402,Batagay-Alyta,67.8006,130.4114,-24.38,98,100,2.84,RU,1644186257
403,Merauke,-8.4667,140.3333,81.48,81,100,6.51,ID,1644186257
404,Nhlangano,-27.1167,31.2,60.22,97,43,3.15,SZ,1644186258
405,Al Bardīyah,31.7561,25.0865,57.81,59,37,6.11,LY,1644186258
406,Codrington,-38.2667,141.9667,67.35,53,0,8.93,AU,1644185964
407,Rock Sound,24.9,-76.2,74.59,64,9,14.92,BS,1644186259
408,Xiongzhou,25.1167,114.3,50.41,98,100,0.63,CN,1644186260
409,Whitehorse,60.7161,-135.0538,35.1,87,100,10.0,CA,1644186035
410,Fortuna,40.5982,-124.1573,68.41,93,0,11.5,US,1644186051
411,Ranau,5.9538,116.6641,68.65,97,100,1.32,MY,1644186261
412,Dakar,14.6937,-17.4441,70.68,78,0,15.97,SN,1644185991
413,Wolgast,54.05,13.7667,37.85,90,73,14.41,DE,1644186261
414,Kununurra,-15.7667,128.7333,76.98,94,100,6.91,AU,1644186262
415,Honiara,-9.4333,159.95,83.44,79,100,7.36,SB,1644186089
416,Maridi,4.9158,29.4742,69.73,24,28,4.21,SS,1644186262
417,Sungai Raya,0.7,108.9,76.06,93,100,5.91,ID,1644186263
418,Ketchikan,55.3422,-131.6461,45.07,93,100,18.41,US,1644186100
419,Vlasenica,44.1819,18.9406,37.62,94,55,6.15,BA,1644186264
420,Quatre Cocos,-20.2078,57.7625,79.09,83,92,9.26,MU,1644186264
421,Riohacha,11.5444,-72.9072,82.51,74,0,16.11,CO,1644186169
422,Luoyang,34.6836,112.4536,32.27,55,100,3.74,CN,1644186265
423,Itinga,-16.6131,-41.7653,73.24,90,100,1.1,BR,1644186265
424,Kostelec na Hané,49.514,17.0582,46.4,84,100,1.99,CZ,1644186266
425,Yerbogachën,61.2767,108.0108,-11.4,100,97,1.72,RU,1644186266
426,Srostki,52.4189,85.7022,-5.26,97,34,4.05,RU,1644186266
427,Ust'-Omchug,61.15,149.6333,-28.21,80,1,1.95,RU,1644186267
428,Tonantins,-2.8731,-67.8022,82.29,77,62,1.7,BR,1644186267
429,Belyy Yar,53.6039,91.3903,-14.91,84,100,4.47,RU,1644186268
430,Thatta,24.7475,67.9235,66.49,75,0,7.76,PK,1644186268
431,Hirado,33.3597,129.5531,40.35,54,94,8.41,JP,1644186269
432,Rigaud,45.4793,-74.3024,21.33,67,100,5.68,CA,1644186269
433,Paciran,-6.8767,112.3761,77.34,89,100,6.71,ID,1644186270
434,Nizhnyaya Omka,55.4338,74.9426,-3.41,94,96,5.08,RU,1644186270
435,Khor,47.8861,134.9464,-2.15,98,100,3.24,RU,1644186271
436,Agadez,19.75,10.25,58.77,15,0,5.32,NE,1644186271
437,Kikwit,-5.041,18.8162,72.36,91,100,0.81,CD,1644186272
438,Palmer,42.1584,-72.3287,27.21,47,40,10.36,US,1644186273
439,Broome,42.2506,-75.833,27.84,71,0,3.0,US,1644186273
440,Tutóia,-2.7619,-42.2744,84.18,82,27,11.7,BR,1644186030
441,Imbituba,-28.24,-48.6703,78.69,82,52,6.04,BR,1644186274
442,Campo Grande,-20.4428,-54.6464,76.55,78,75,8.05,BR,1644186271
443,Gijang,35.2442,129.2139,28.13,47,5,4.18,KR,1644186275
444,Trelleborg,55.3751,13.1569,34.95,80,92,15.88,SE,1644186207
445,Bonthe,7.5264,-12.505,78.28,86,32,6.76,SL,1644186275
446,Sirte,31.2089,16.5887,60.4,54,74,5.28,LY,1644186276
447,Ulaangom,49.9811,92.0667,-27.71,92,92,2.91,MN,1644186276
448,Rabaul,-4.1967,152.1721,81.59,73,52,6.02,PG,1644186277
449,Severobaykal'sk,55.65,109.3167,2.3,88,95,5.44,RU,1644186278
450,Buala,-8.145,159.5921,83.64,78,100,10.27,SB,1644186338
451,Kirakira,-10.4544,161.9205,83.75,80,97,10.36,SB,1644186324
452,Necochea,-38.5473,-58.7368,64.04,71,86,15.43,AR,1644186339
453,California City,35.1258,-117.9859,69.35,12,0,4.0,US,1644186277
454,Tura,25.5198,90.2201,51.26,80,0,3.29,IN,1644186085
455,Livingston,55.9029,-3.5226,37.13,84,0,8.05,GB,1644186340
456,Columbus,39.9612,-82.9988,36.32,72,0,1.01,US,1644186340
457,Porbandar,21.6422,69.6093,65.5,71,5,7.47,IN,1644186340
458,Saryozek,44.3583,77.9753,26.49,92,100,7.56,KZ,1644186341
459,Ulladulla,-35.35,150.4667,65.3,80,76,11.18,AU,1644186341
460,Terme,41.2092,36.9739,35.53,82,75,5.12,TR,1644186342
461,Marsá Maţrūḩ,31.3525,27.2453,50.2,76,0,4.61,EG,1644186342
462,Mikhaylovka,50.06,43.2379,28.78,88,100,7.52,RU,1644186343
463,Owando,-0.4819,15.8999,74.41,31,49,2.44,CG,1644186343
464,Rakai,-0.72,31.4839,62.78,80,39,3.4,UG,1644186344
465,Homer,59.6425,-151.5483,33.69,82,100,18.41,US,1644186079
466,Orlik,52.5178,99.825,-12.46,92,58,2.66,RU,1644186344
467,Shahreza,32.0339,51.8794,32.2,55,0,4.83,IR,1644186345
468,Angoram,-4.0625,144.0661,75.36,98,100,1.57,PG,1644186345
469,West Fargo,46.875,-96.9004,7.02,68,0,4.0,US,1644186346
470,Makat,47.6469,53.3463,23.97,93,86,8.79,KZ,1644186347
471,Virginia Beach,36.8529,-75.978,39.25,79,75,3.0,US,1644186271
472,Fairbanks,64.8378,-147.7164,-2.7,78,100,0.0,US,1644186219
473,Chivilcoy,-34.8957,-60.0167,71.02,10,26,10.0,AR,1644186347
474,Hay River,60.8156,-115.7999,24.78,80,75,8.05,CA,1644186279
475,Flin Flon,54.7682,-101.865,-0.56,65,100,8.05,CA,1644186348
